time,x,y
0.0,0.1,0.1
0.1,0.1522092882136659,0.10594697935446819
0.2,0.20912690906779952,0.1122909352394305
0.30000000000000004,0.27106263261890673,0.11906814537001079
0.4,0.33826930028041835,0.126316920968985
0.5,0.4109050440347203,0.13407699546277904
0.6,0.488985900306497,0.1423885771271175
0.7,0.5723304492095163,0.1512909960882245
0.7999999999999999,0.6605011993246964,0.16082090106477726
0.8999999999999999,0.7527515895758496,0.17101001520369566
0.9999999999999999,0.8479918676390479,0.181882548899555
1.0999999999999999,0.9447899115173248,0.19345248567534476
1.2,1.0414216803306784,0.20572108210393675
1.3,1.1359781397064754,0.2186750110306694
1.4000000000000001,1.226521242452667,0.23228557566407815
1.5000000000000002,1.3112648418221486,0.24650929294504317
1.6000000000000003,1.388744560621934,0.261289897223459
1.7000000000000004,1.4579404292366185,0.2765615182414183
1.8000000000000005,1.518329027789984,0.29225254446022386
1.9000000000000006,1.569862378523632,0.3082895801571194
2.0000000000000004,1.6128897101165298,0.32460096578743936
2.1000000000000005,1.6480483254831508,0.34111951034394816
2.2000000000000006,1.6761496205138793,0.35778430123167604
2.3000000000000007,1.6980791138280782,0.3745416401057907
2.400000000000001,1.7147200122542672,0.3913452659754026
2.500000000000001,1.7269019916312907,0.4081560688004224
2.600000000000001,1.7353720066006466,0.4249414874368547
2.700000000000001,1.7407818932175412,0.4416747493466072
2.800000000000001,1.7436873996710085,0.45833406526146236
2.9000000000000012,1.7445541350676952,0.47490185149808983
3.0000000000000013,1.7437670881896252,0.49136402077570324
3.1000000000000014,1.74164146124478,0.5077093599047299
3.2000000000000015,1.7384334345005379,0.5239289982562518
3.3000000000000016,1.7343501021976495,0.5400159625082481
3.4000000000000017,1.7295582330305432,0.5559648089083695
3.5000000000000018,1.7241917616749203,0.5717713226841258
3.600000000000002,1.7183580603659503,0.5874322741804731
3.700000000000002,1.7121431102897913,0.6029452220820691
3.800000000000002,1.7056157195478951,0.6183083552239506
3.900000000000002,1.6988309365218521,0.6335203657392654
4.000000000000002,1.691832796608797,0.6485803474882702
4.100000000000001,1.6846565237867006,0.6634877147879175
4.200000000000001,1.6773302904742369,0.6782421373899816
4.300000000000001,1.669876621890584,0.6928434884367835
4.4,1.6623135156408586,0.7072918027687323
4.5,1.6546553339211583,0.7215872434839842
4.6,1.6469135145554261,0.7357300750755744
4.699999999999999,1.6390971378659849,0.7497206418125854
4.799999999999999,1.6312133788888608,0.7635593503045282
4.899999999999999,1.6232678684076967,0.7772466554052395
4.999999999999998,1.6152649814454787,0.7907830487851413
5.099999999999998,1.6072080679995346,0.804169049637664
5.1999999999999975,1.599099637743056,0.8174051970942499
5.299999999999997,1.5909415079882885,0.8304920440084852
5.399999999999997,1.582734922283691,0.8434301518382263
5.4999999999999964,1.5744806454956064,0.8562200864087892
5.599999999999996,1.5661790400208169,0.8688624143833191
5.699999999999996,1.5578301268232069,0.8813577003006642
5.799999999999995,1.5494336342328134,0.8937065040682879
5.899999999999995,1.5409890368470551,0.9059093788194251
5.999999999999995,1.532495586398873,0.917966869060951
6.099999999999994,1.523952336078922,0.9298795090522114
6.199999999999994,1.5153581594982872,0.9416478213660527
6.299999999999994,1.5067117652383373,0.9532723155920741
6.399999999999993,1.4980117077425277,0.9647534871491289
6.499999999999993,1.4892563951511841,0.9760918161796998
